player_id,height,weight,season_exp,jersey,position,team_id,team_name,team_city,full_name,is_active
1630173,6-8,225,3,5,Forward,1610612761,Raptors,Toronto,Precious Achiuwa,1
203500,6-11,265,10,4,Center,1610612763,Grizzlies,Memphis,Steven Adams,1
1628389,6-9,255,6,13,Center-Forward,1610612748,Heat,Miami,Bam Adebayo,1
1630534,6-5,215,1,30,Guard,1610612762,Jazz,Utah,Ochai Agbaji,1
1630583,7-0,215,2,7,Forward-Center,1610612763,Grizzlies,Memphis,Santi Aldama,1
1629638,6-5,205,4,9,Guard,1610612750,Timberwolves,Minnesota,Nickeil Alexander-Walker,1
1628960,6-4,198,5,12,Guard,1610612749,Bucks,Milwaukee,Grayson Allen,1
1628386,6-9,243,6,31,Center,1610612739,Cavaliers,Cleveland,Jarrett Allen,1
1630631,6-0,179,2,15,Guard,1610612740,Pelicans,New Orleans,Jose Alvarado,1
203937,6-9,230,9,5,Forward-Guard,1610612750,Timberwolves,Minnesota,Kyle Anderson,1
203507,7-0,243,10,34,Forward,1610612749,Bucks,Milwaukee,Giannis Antetokounmpo,1
1628961,6-10,200,4,37,Forward,1610612747,Lakers,Los Angeles,Kostas Antetokounmpo,1
203648,6-7,219,5,43,Forward,1610612749,Bucks,Milwaukee,Thanasis Antetokounmpo,1
1630175,6-3,185,3,50,Guard,1610612753,Magic,Orlando,Cole Anthony,1
1628384,6-7,232,6,3,Forward,1610612761,Raptors,Toronto,O.G. Anunoby,1
1627853,6-3,195,6,0,Guard,0,,,Ryan Arcidiacono,1
1629028,7-0,250,5,22,Center,1610612756,Suns,Phoenix,Deandre Ayton,1
1628962,6-11,270,3,20,Center-Forward,1610612762,Jazz,Utah,Udoka Azubuike,1
1628963,6-10,235,5,35,Forward,1610612765,Pistons,Detroit,Marvin Bagley III,1
1631116,6-9,220,1,7,Forward,1610612744,Warriors,Golden State,Patrick Baldwin Jr.,1
1630163,6-7,180,3,1,Guard,1610612766,Hornets,Charlotte,LaMelo Ball,1
1629071,0,0,0,0,,0,,,LiAngelo Ball,1
1628366,6-6,190,5,2,Guard,1610612741,Bulls,Chicago,Lonzo Ball,1
1631094,6-10,250,1,5,Forward,1610612753,Magic,Orlando,Paolo Banchero,1
1630217,6-5,215,3,22,Guard,1610612763,Grizzlies,Memphis,Desmond Bane,1
1630625,6-7,204,2,45,Forward,1610612761,Raptors,Toronto,Dalano Banton,1
1631230,6-9,215,1,26,Forward,1610612759,Spurs,San Antonio,Dominick Barlow,1
